"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"UBB",1.79096031368341e-136,-0.282519019160693,0.67,0.745,4.01963132803104e-132
"CHD2",3.65838191975021e-134,-0.853162809200308,0.242,0.332,8.21087238068736e-130
"HMHA1",4.60317474823009e-131,-0.650101227232671,0.36,0.439,1.03313654049276e-126
"R3HDM4",1.56512987311165e-130,-0.786865905482665,0.256,0.342,3.51277748721179e-126
"KIAA1551",1.04456445625064e-128,-0.949007681142445,0.248,0.333,2.34442046560893e-124
"CD47",1.6729161553092e-128,-0.717103175142699,0.349,0.425,3.75469301897596e-124
"CNBP",1.64642441876534e-127,-0.318587213740331,0.668,0.76,3.69523496547693e-123
"ZRANB2",1.18976254674885e-124,-0.994953346755147,0.211,0.295,2.67030305992311e-120
"ARL4C",1.28248156773666e-124,-0.549154166377156,0.299,0.4,2.87840163062816e-120
"SEPT7",4.11303965657733e-124,-0.525787601353719,0.407,0.483,9.23130620522217e-120
"GPSM3",7.05119730418827e-124,-0.296828261293679,0.716,0.792,1.58257072295202e-119
"ARGLU1",2.29809584787166e-123,-0.57506929951073,0.424,0.494,5.15784632096315e-119
"RAN",4.731349107649e-123,-0.394961431412109,0.544,0.617,1.06190399372074e-118
"HDAC1",8.97420186005419e-123,-0.987189638410969,0.177,0.259,2.01416986547056e-118
"TOB1",1.23327910197261e-121,-0.828091330982336,0.216,0.303,2.76797161646732e-117
"C19orf66",1.68805974887052e-115,-0.769740021564918,0.257,0.337,3.788681300365e-111
"INO80E",3.0135482801005e-114,-0.948063974458852,0.192,0.271,6.76360775985756e-110
"ZNF428",7.68786147438197e-113,-0.851248049428769,0.207,0.286,1.72546362931029e-108
"NOL7",1.58774514677039e-112,-0.699185978051001,0.315,0.385,3.56353520741147e-108
"RPL36A",2.29314545183264e-111,0.310513230040924,0.77,0.826,5.14673565209318e-107
"C11orf58",5.91584525792821e-111,-0.450662452167221,0.452,0.517,1.32775230968941e-106
"DSTN",2.9771108269095e-110,-0.693616217957712,0.227,0.308,6.68182753991567e-106
"ILF3-AS1",3.21690920285581e-110,-0.830779989877693,0.176,0.256,7.22003101488959e-106
"CYCS",1.84813438544281e-108,-0.552383181400158,0.365,0.436,4.14795281468785e-104
"SF3A2",2.65955690850158e-108,-0.739311439013939,0.268,0.341,5.96910952544094e-104
"DEF6",4.18378972484172e-108,-0.873018798414194,0.219,0.294,9.39009765843476e-104
"MAX",8.46602895058761e-108,-0.605290090615288,0.302,0.378,1.90011553766988e-103
"RAD21",8.84683237451184e-108,-0.854666414966311,0.227,0.303,1.98558305813544e-103
"FNBP4",1.03260317593405e-107,-0.832796384107669,0.255,0.331,2.31757456806639e-103
"POLR3GL",4.751223432407e-107,-0.780349295836153,0.228,0.304,1.06636458716943e-102
"HNRNPH3",1.279514762031e-104,-0.636912268841903,0.338,0.406,2.87174293190238e-100
"EIF2S3",3.42348649279186e-104,-0.492312242635246,0.428,0.494,7.68367308442205e-100
"TERF2IP",1.67746034990862e-103,-0.748297128162932,0.244,0.319,3.7648920093349e-99
"RSRP1",5.67114266545953e-103,-0.512448883653098,0.416,0.488,1.27283125983574e-98
"IL27RA",6.32055670740315e-103,-0.967189943117607,0.182,0.257,1.41858574740956e-98
"TAF1D",3.61229790387274e-102,-0.618512740162539,0.31,0.383,8.10744141545198e-98
"GOLGA7",3.80710350446317e-102,-0.750098715596711,0.233,0.306,8.54466310541714e-98
"CCT3",1.09012248702763e-100,-0.789767889934348,0.23,0.302,2.44667090988482e-96
"PNRC1",7.07773872402302e-98,-0.272986663882426,0.642,0.698,1.58852767921973e-93
"CRBN",7.43591915297798e-98,-0.860934912218251,0.203,0.275,1.66891769469438e-93
"EIF3D",1.90759603649808e-96,-0.561591002517784,0.37,0.431,4.28140854431628e-92
"EZR",1.87479432963549e-95,-0.716308537202691,0.279,0.35,4.2077883934339e-91
"VAMP2",5.88753417134786e-95,-0.641019440869806,0.286,0.357,1.32139816941731e-90
"SRSF11",8.56146461877169e-94,-0.566053749515956,0.424,0.482,1.92153511903712e-89
"CLPP",2.278339687688e-92,-0.856520764488991,0.187,0.256,5.11350559504694e-88
"CDC37",7.0513110780841e-92,-0.379169630960543,0.522,0.585,1.5825962583652e-87
"MARCKSL1",3.28976888922394e-91,-0.739580245774361,0.208,0.281,7.38355729497421e-87
"ATPIF1",1.90546258926965e-90,-0.325793130727562,0.5,0.559,4.27662023535679e-86
"SRPRA",1.66028178632249e-88,-0.93376588101279,0.188,0.255,3.72633644122221e-84
"TNRC6B",3.18963454852669e-88,-0.713474885446859,0.261,0.331,7.1588157807133e-84
"RSL1D1",3.55484837295576e-87,-0.463584799586509,0.438,0.492,7.9785016882619e-83
"BTN3A2",5.42664089608241e-87,-0.823633671407089,0.223,0.291,1.21795528271674e-82
"SRP9",9.17851633966541e-87,-0.460221875409755,0.413,0.469,2.0600262072745e-82
"HP1BP3",1.68227141618234e-86,-0.589514062168161,0.35,0.409,3.77568996647965e-82
"CD48",9.02623982665916e-86,-0.256576258401701,0.661,0.741,2.02584926669538e-81
"EIF5A",4.69642466130908e-85,-0.353656859635893,0.493,0.549,1.05406555098421e-80
"C6orf48",2.0562280108521e-84,-0.674868257455449,0.187,0.257,4.61499814755644e-80
"DAP3",8.54680179112112e-83,-0.778748761227755,0.224,0.287,1.91824419399922e-78
"ZNF292",5.19670283490476e-82,-0.872598664714042,0.184,0.251,1.16634798426603e-77
"ACP1",6.88565161792428e-82,-0.571289282920421,0.293,0.351,1.54541564912692e-77
"SEC11C",1.37146936518585e-81,-0.784924166023551,0.208,0.271,3.07812584322311e-77
"CORO1B",3.31509253610602e-81,-0.741317477525674,0.311,0.364,7.44039368803636e-77
"STRAP",6.61591247837978e-81,-0.599844015738589,0.301,0.358,1.48487539664756e-76
"LSM14A",2.81370247272376e-80,-0.652405467066185,0.269,0.329,6.31507382978121e-76
"RNF167",1.65130806147577e-77,-0.737855969778167,0.233,0.293,3.70619581317623e-73
"WIPF1",2.359478987409e-76,-0.546779338351371,0.358,0.409,5.29561463934076e-72
"UBXN1",9.49410120553953e-75,-0.307852853755801,0.553,0.607,2.13085607457129e-70
"SHISA5",1.23930818210175e-74,-0.474659885683461,0.401,0.448,2.78150328390917e-70
"PNN",1.00965675370476e-73,-0.630545440482823,0.291,0.349,2.26607361801497e-69
"KRT10",2.26990498684715e-73,-0.430403125367795,0.35,0.405,5.09457475247974e-69
"TMUB1",1.57349557386519e-72,-0.770987655714045,0.19,0.25,3.53155346598303e-68
"LITAF",3.85981996129839e-72,-0.26081185663261,0.455,0.516,8.6629799211381e-68
"PMPCB",5.28743980337643e-72,-0.841186627827497,0.193,0.251,1.18671298946981e-67
"GPR183",1.04402713847961e-70,-0.470394267396026,0.192,0.266,2.34321450960363e-66
"FGD3",5.72779668112002e-68,-0.728764594236458,0.207,0.266,1.28554668711058e-63
"ARL2BP",7.55760404924991e-68,-0.737494108775039,0.195,0.251,1.69622865281365e-63
"ARL6IP5",1.59484137643421e-67,-0.358058826843153,0.556,0.595,3.57946198526894e-63
"FNBP1",2.93786993132102e-67,-0.607186553205282,0.333,0.381,6.5937552738569e-63
"EAPP",9.17907320009784e-66,-0.60313405603975,0.263,0.316,2.06015118902996e-61
"SF3A1",1.07712959601651e-65,-0.734648320057989,0.214,0.268,2.41750966529945e-61
"SORL1",1.83484804861103e-65,-0.635762298065939,0.269,0.327,4.1181329603026e-61
"N4BP2L2",2.8473250338607e-65,-0.497984473009609,0.407,0.451,6.39053630599697e-61
"TAF7",5.09822012921846e-65,-0.671036352133109,0.199,0.257,1.14424452580179e-60
"HNRNPM",9.34341500299513e-65,-0.468342214116895,0.377,0.421,2.09703606327223e-60
"RBM4",1.5627044911013e-64,-0.715669455067719,0.228,0.281,3.50733395982775e-60
"CCT4",3.02610692582357e-64,-0.458372867517283,0.344,0.39,6.79179438431841e-60
"PYURF",3.51145308454931e-64,-0.398600117320456,0.381,0.425,7.88110530296248e-60
"SEMA4D",1.88177566361801e-62,-0.660629058309742,0.233,0.289,4.22345729942427e-58
"PNRC2",4.91851223382573e-62,-0.608580865196491,0.247,0.299,1.10391088575985e-57
"EMB",8.49081679558511e-62,-0.715159542952165,0.218,0.274,1.90567892160112e-57
"PPP1CC",1.95083789004576e-61,-0.460092272686072,0.365,0.408,4.37846056041871e-57
"SECISBP2",2.52301227158211e-61,-0.748918450282621,0.208,0.261,5.66264874233889e-57
"DDX18",2.08616945717193e-60,-0.536504530817729,0.31,0.356,4.68219872967669e-56
"CIB1",3.19035586076996e-60,-0.292660342295138,0.504,0.542,7.1604346939121e-56
"ALOX5AP",1.40777444243776e-59,0.571145350779412,0.254,0.339,3.15960895860731e-55
"APEX1",4.40596889648841e-59,-0.529573075262409,0.317,0.363,9.88875659127858e-55
"PCNP",7.80534170858566e-59,-0.509652838612302,0.281,0.329,1.75183089307496e-54
"RASSF5",4.32148350882143e-58,-0.561558052446414,0.26,0.309,9.69913758719881e-54
"MAPK1IP1L",1.02762418254149e-56,-0.579270517263227,0.281,0.326,2.30639971529612e-52
"ILF2",1.2098130414058e-56,-0.568646399113059,0.271,0.316,2.71530439013117e-52
"CNOT7",9.0121957969139e-56,-0.583351290763534,0.272,0.316,2.02269722465936e-51
"MEAF6",1.89749625877612e-55,-0.496618644689889,0.289,0.335,4.25874060319712e-51
"CACYBP",1.98787262065449e-55,-0.465988555096149,0.257,0.306,4.46158130979693e-51
"EWSR1",2.05085320452595e-55,-0.445344886565693,0.364,0.401,4.60293493223805e-51
"LSM5",1.66751773859089e-54,-0.340920174994596,0.318,0.364,3.7425768124934e-50
"SPCS1",1.73183757319727e-54,-0.258255245031498,0.553,0.592,3.88693624928395e-50
"HSPA5",1.28318920781812e-53,-0.349105131460386,0.371,0.414,2.879989858027e-49
"SNHG9",1.65922218976397e-53,-0.533182008886959,0.198,0.251,3.72395828270626e-49
"STAT3",2.27321384367865e-53,-0.410838756405968,0.433,0.467,5.10200115075236e-49
"NCBP2-AS2",8.34620840749135e-53,-0.566762923376818,0.243,0.288,1.87322301497736e-48
"RNPS1",2.06456230498988e-51,-0.415451288741835,0.355,0.391,4.6337036373193e-47
"OCIAD1",2.09783867888858e-51,-0.478056609088457,0.33,0.368,4.70838913089753e-47
"PDAP1",5.34760640464234e-51,-0.580008957832771,0.225,0.271,1.20021678145793e-46
"TRABD",1.62669659927639e-50,-0.421532907481999,0.353,0.394,3.65095784741592e-46
"GLG1",2.60554397624158e-50,-0.652623024894636,0.249,0.293,5.8478829002766e-46
"IK",4.37542576532624e-47,-0.570570957448535,0.267,0.308,9.8202055876982e-43
"GABPB1",6.81671616760663e-47,-0.597276713598663,0.216,0.261,1.52994377665763e-42
"TSC22D4",2.29027318164173e-46,-0.523094178556286,0.274,0.313,5.14028912887671e-42
"DPP7",8.78413869457143e-46,-0.341755036044392,0.449,0.475,1.97151208860961e-41
"CMPK1",2.35116555747935e-45,-0.505399175075687,0.254,0.295,5.27695597720666e-41
"KLF3",2.3145261218284e-44,-0.523440428937316,0.327,0.36,5.19472242783166e-40
"SNRPA",2.9265344424167e-44,-0.519851188990744,0.308,0.342,6.56831390256005e-40
"SMCHD1",4.24992379723649e-44,-0.462385254836404,0.418,0.45,9.53852897051758e-40
"PSMC5",4.70197798494009e-44,-0.431419128720176,0.327,0.361,1.05531193893995e-39
"SRSF2",5.5534567484134e-44,-0.312632383505888,0.472,0.5,1.2464178326139e-39
"XBP1",7.9138862532537e-44,-0.503025908231721,0.28,0.321,1.77619263068026e-39
"NECAP2",4.73739731588699e-43,-0.541600913784123,0.253,0.292,1.06326145357768e-38
"IMP3",6.81438191700385e-43,-0.493175079960135,0.281,0.316,1.52941987745234e-38
"ATRX",3.31901482767433e-42,-0.590607921675146,0.286,0.323,7.44919687923228e-38
"FGFR1OP2",7.99428274902238e-42,-0.581700979938531,0.208,0.25,1.79423682019058e-37
"MYH9",8.67371993737252e-40,-0.353724618903619,0.471,0.494,1.94672970274389e-35
"AIP",2.01341379045137e-38,-0.518405446255662,0.281,0.312,4.51890591128906e-34
"NDUFV1",4.90414119672208e-38,-0.450875853563878,0.325,0.354,1.1006854501923e-33
"PA2G4",1.78527386424367e-37,-0.359434372911145,0.362,0.39,4.00686866090849e-33
"DDIT4",4.95811392163569e-37,-0.473214676181147,0.377,0.41,1.11279908857192e-32
"NR3C1",6.31142365051246e-37,-0.567169884202118,0.273,0.302,1.41653592412102e-32
"PDCD2",2.92174836219399e-36,-0.556638188437008,0.234,0.267,6.55757202410819e-32
"UBE2N",3.01024306595244e-36,-0.469102889522231,0.265,0.297,6.75618953722367e-32
"LINC01420",3.82202577832743e-35,-0.482323593008385,0.239,0.274,8.57815465687809e-31
"EMC4",6.26478981476086e-35,-0.505759179878139,0.239,0.271,1.40606942602493e-30
"ANAPC5",3.41771667674639e-34,-0.572474538696352,0.247,0.278,7.67072330928959e-30
"DDX39A",6.59114114561735e-34,-0.531492749534631,0.246,0.277,1.47931571872236e-29
"YWHAQ",1.00448670995796e-33,-0.444995318469685,0.327,0.351,2.25446997182965e-29
"DUT",1.9564975721e-33,-0.381543016312962,0.353,0.378,4.39116315082124e-29
"PRRC2C",3.43807187407894e-33,-0.372279236395668,0.417,0.439,7.71640851418278e-29
"ELF1",3.43883436364933e-33,-0.390742324176062,0.361,0.384,7.71811984577455e-29
"UBE2B",3.64484004566371e-32,-0.275331853211796,0.423,0.44,8.18047899848763e-28
"TRAM1",7.50220195738213e-32,-0.38821728224818,0.346,0.368,1.68379420731485e-27
"ORMDL1",4.06794199284962e-31,-0.531684418382692,0.232,0.264,9.13008900875169e-27
"UFC1",1.1376417376559e-30,-0.29207511511342,0.447,0.459,2.55332311599491e-26
"STK38",4.63358345149258e-30,-0.58757098863943,0.253,0.282,1.03996146985299e-25
"TMEM14B",4.98831930366307e-30,-0.317151488253765,0.349,0.37,1.11957838451414e-25
"IDS",6.36360723610494e-30,-0.371820861581778,0.361,0.385,1.42824800807139e-25
"YPEL5",2.67146065388948e-29,-0.271113448709745,0.515,0.527,5.99582629158956e-25
"PRPF38B",3.38545057287362e-28,-0.471673893703468,0.266,0.294,7.59830526575754e-24
"NKTR",5.76789539186989e-28,-0.528127568949802,0.285,0.313,1.29454644175128e-23
"CITED2",1.46860494949582e-27,-0.365202778442314,0.336,0.367,3.29613694864842e-23
"CAMLG",1.75974700678378e-27,-0.388548689258827,0.264,0.291,3.94957618202551e-23
"TAF15",3.14260670866746e-27,-0.503163957580982,0.254,0.28,7.05326649693325e-23
"C9orf142",4.12322879308281e-27,-0.318344706291578,0.443,0.453,9.25417470319506e-23
"MBP",5.64942973634566e-26,-0.377565236545375,0.381,0.396,1.26795801002542e-21
"HNRNPR",8.25210875126669e-26,-0.453851320878321,0.273,0.296,1.8521032881343e-21
"RALY",1.02317678528183e-25,-0.293711099631523,0.371,0.387,2.29641797688654e-21
"FDFT1",4.04568128355344e-25,-0.478274706876719,0.269,0.291,9.08012707280733e-21
"UBE2V1",6.34180728316647e-25,-0.321522226282476,0.352,0.366,1.42335522663388e-20
"SF3B2",1.07300188240566e-24,-0.289685953367919,0.423,0.435,2.40824542487127e-20
"PDCD5",1.18043356715324e-24,-0.313331041787367,0.315,0.335,2.64936509811874e-20
"ELOVL5",5.92615355964168e-24,-0.485514258002204,0.269,0.288,1.33006590492598e-19
"DGCR6L",8.39103759559671e-24,-0.372393981007573,0.258,0.282,1.88328447795573e-19
"RSF1",1.95540869472199e-23,-0.501455336163545,0.244,0.269,4.38871927443403e-19
"UBAC2",2.77227994059432e-23,-0.462721709244864,0.251,0.274,6.22210509866989e-19
"U2SURP",7.11271922837114e-23,-0.395974879138211,0.306,0.324,1.59637870361562e-18
"NHP2",1.09437496424515e-22,-0.273848054737318,0.337,0.353,2.45621516975181e-18
"SF3B1",1.70001660980954e-22,-0.344596925827324,0.414,0.424,3.81551727905653e-18
"DCXR",2.2324261355011e-22,-0.324587321757472,0.324,0.341,5.01045721851866e-18
"PRPF8",6.40877488167338e-22,-0.578963391935706,0.228,0.25,1.43838543444277e-17
"NCOR1",7.4594190349687e-22,-0.420055532461463,0.315,0.33,1.67419200820837e-17
"SELPLG",1.8065755205919e-20,-0.351595507654813,0.388,0.397,4.05467809841646e-16
"FLI1",1.03151783870688e-19,-0.393374624165298,0.28,0.297,2.31513863719373e-15
"AUP1",5.26110626837343e-19,-0.269665278371332,0.427,0.433,1.18080269087373e-14
"EIF2A",5.38965491520474e-19,-0.432682678709132,0.276,0.291,1.20965414916855e-14
"ITGB1",3.07697829367895e-18,-0.729111775390212,0.31,0.312,6.90597008233304e-14
"HSPA9",4.15210874341461e-18,-0.424763117491671,0.236,0.255,9.31899286371976e-14
"CCDC59",2.69616124385049e-15,-0.300372924058226,0.297,0.31,6.05126429569804e-11
"COPS6",1.13999935998963e-14,-0.378693027266662,0.256,0.268,2.55861456356073e-10
"GRSF1",1.26097891945457e-14,-0.383066745122572,0.278,0.287,2.83014108682384e-10
"MPC2",2.64260030185301e-14,-0.26216982032284,0.234,0.25,5.9310521174789e-10
"ATRAID",4.58519267652663e-14,-0.264136418434311,0.334,0.338,1.02910064431964e-09
"XRCC5",1.04425157701186e-13,-0.277566533089644,0.351,0.356,2.34371823944541e-09
"NUCKS1",1.6456979039969e-13,-0.344981855987971,0.241,0.256,3.69360437573063e-09
"PTGER4",1.46711662142247e-12,-0.405313922245482,0.249,0.262,3.29279654512059e-08
"PPIG",2.1669155571281e-12,-0.25455814630264,0.345,0.35,4.86342527641831e-08
"GPBP1",2.53267899300741e-12,-0.305028582178363,0.266,0.277,5.68434473190583e-08
"DHRS7",3.23231590627451e-12,-0.310243850952541,0.329,0.33,7.2546098200425e-08
"PRPF4B",3.63725282077723e-12,-0.396483012550041,0.243,0.255,8.16345023095242e-08
"PPM1G",6.98487736934047e-12,-0.396720217341361,0.268,0.273,1.56768587677477e-07
"NUTF2",1.32610663738949e-11,-0.336487509928871,0.255,0.263,2.97631373695698e-07
"SNRNP70",3.07290801216472e-11,-0.369160480353153,0.273,0.28,6.8968347425025e-07
"ILF3",8.00209716441173e-11,-0.353397822448202,0.289,0.293,1.79599068758057e-06
"PSMB8-AS1",2.32222292686997e-10,-0.381404563531565,0.251,0.257,5.21199713706697e-06
"PLEKHJ1",9.30770081119002e-10,-0.304998875344104,0.245,0.252,2.08902037006349e-05
"IGBP1",1.58060912486929e-09,-0.292558983109361,0.323,0.32,3.54751911985663e-05
"RAB11B",2.04955901764143e-09,-0.282721041665963,0.304,0.304,4.60003025919442e-05
"PPP2R1A",4.44842204973423e-08,-0.283650006240318,0.319,0.314,0.000998403844842349
"SP100",1.0978194090096e-07,-0.289219736669009,0.371,0.36,0.00246394588158115
"PIN1",2.44482106094353e-07,-0.285715569707259,0.29,0.287,0.00548715638918167
"TIAL1",5.2329107877965e-07,-0.336507807638783,0.257,0.258,0.0117447449721305
"KPNB1",1.70087170697813e-06,-0.276390742322629,0.302,0.3,0.0381743645914171
"OGT",6.75250714680952e-05,-0.412933631356144,0.274,0.271,1
"NUDC",8.91031783766911e-05,-0.260973349000963,0.255,0.251,1
"THRAP3",0.000101686348457911,-0.276634038009687,0.265,0.261,1
"GIMAP1",0.00406191848087506,-0.253648738321881,0.289,0.279,1
"MGEA5",0.0328733344733359,-0.328382475643383,0.253,0.244,1
"ANKRD44",0.233174365307153,-0.251890133876297,0.325,0.291,1
"LUC7L3",0.875390536262473,-0.255175196467119,0.32,0.293,1
